,name,location,date,content
199,Jeff N In Chicago,US,"Apr 22, 2022","Wow! Terri knew her stuff. She was the main reason I decided to pull the trigger. I could have gotten my AIG plan elsewhere,"
200,Juliana,US,"Apr 22, 2022",Customer representative answered questions and responded in a professional manner.
201,Vern Olsen,US,"Apr 22, 2022","Terri was the first person I spoke with, and I asked specifically for her each time I called.She was super, not just in all the assistance and recommendations she gave but also in her pleasant way on the phone.She needs a raise!"
202,Jackie,US,"Apr 22, 2022",I was very pleased with the support I got from Israel S. I appreciated how s/he took my needs and got quotes for me. Painless process.
203,Frances Meier,US,"Apr 22, 2022","The agent, Ana, was very helpful and patient in explaining the coverage and benefits.  She was also very efficient."
204,Carol,US,"Apr 22, 2022",We spoke with three different agents over the past few days and each one was very clear spoken and easy to understand.  Being senior citizens it is often hard to hear and/or understand phone conversations so we were very pleased with all three agents.
205,Customer,US,"Apr 21, 2022",N/A
206,Roberta W.,US,"Apr 21, 2022",The young lady was very helpful in order for me to decide which policy to purchase.
207,Customer,US,"Apr 21, 2022",Thanks Beth. Your very informative explanation of the CFAR removed any skepticism I had and made it a bit more comfortable for me to lock in my final vacation plans.
208,Dale,US,"Apr 21, 2022","Aardy's website was comprehensive and very informative.  I spoke to two different people at Aardy on two occasions, and they were both articulate, friendly, knowledgable and helpful.  They made our purchase decision much easier."
209,Ruth C,US,"Apr 21, 2022","Easy to understand and navigate, and I have great confidence in the trustworthiness of this site and the links on it"
210,Virgette Dumaguin,US,"Apr 21, 2022",N/A
211,Ellen C.,US,"Apr 21, 2022",Matt was effficient and friendly. He helped me with exactly what I needed.
212,Jan W.,US,"Apr 21, 2022","Great experience working with this professional yet friendly staff. Our agent,Nichole was super efficient and made this a simple purchase. She explained options and responded to my messages and calls without hesitation. Couldn’t have asked for more - Nichole went out of her way to assist and that was very appreciated."
213,Bebe Rogers,US,"Apr 21, 2022","We were very confused about travel insurance options for our upcoming trip to Italy.  We chose ""Chat"" on the AARDY website and Israel helped us find just the perfect travel insurance plan.  He was very helpful and a good communicator.  Thanks!"
214,Wealth With Wisdom Financial Services,US,"Apr 21, 2022",Website was easy to navigate. I did have a personal question and called the number listed and was assisted by a very helpful person.
215,Customer,US,"Apr 21, 2022",Jerome was very knowlegeable and friendly.
216,Gabriella,US,"Apr 21, 2022","I called to ask questions before making up my mind whether to buy insurance and what kind.  Terms of insurance are confusing but all the agents remained calm and extremely helpful.  I was impressed with their knowledge of all the products. Of course, it also helped to look at the various insurance bullet points on the website. I like the feature of making comparisons between 2 policies.Even the chat feature was helpful.So, all in all, your staff is friendly, knowledgeable, and helpful. The website is well developed and a good initial tool.  It's really the staff that sealed the deal for me.  I must talk to a live person who is intelligent and helpful."
217,Tim Mcginnis,US,"Apr 21, 2022",Timely and comparative data. Makes purchasing travel insurance so much easier. There is an element of trust being affiliated with AARP.
218,Customermichal Schwaetz,US,"Apr 21, 2022","fine agent, answered all my questions bpught the policy. thank you"
219,Laurie Mann,US,"Apr 21, 2022",We were looking for quarantine and emergency reparation insurance and found it at a reasonable price!
220,Cathleen Holmes,US,"Apr 21, 2022","The process to buy travel insurance is very easy and fast.  The staff is professional, knowledgeable and can answer any questions you may have.  I am impressed by the types of travel insurance offered and will buy it again."
221,Customer,US,"Apr 21, 2022","Friendly knowledgeable staff, clear communication, good listeners. Effective and efficient."
222,Bobbie Manigo,US,"Apr 21, 2022",N/A
223,Customer,US,"Apr 21, 2022",Melanie was very professional and helpful.
224,Customer,US,"Apr 21, 2022",I spoke with Matthew.  He was very helpful and explained everything to me.I appreciate his promptness and kindness.
225,Rodney Stengal,CH,"Apr 21, 2022",The best idea to go on a vacation with travel insurance taken from here
226,Frank Davies,US,"Apr 21, 2022","Quite pleased with the service from Aardy.com. When I had a problem retrieving my info from insurer, the rep followed up on her own to send me the info!!  How great is that?!"
227,Customer,US,"Apr 21, 2022","Easy enough to purchase, but havent filed any claims. Hopefully i wont need to!"
228,Lovie,US,"Apr 21, 2022",Matthew was very helpful in guiding me through the different options available to me before I made a final decision.  His expertise was greatly appreciateda nd I'm glad that I found Aardy.  It's been bookmarked for future use!
229,Gayle,US,"Apr 21, 2022","Quick, convenient and had the coverage I needed.  Takes the worry about potential Covid issues away and gives us piece of mind."
230,Ann Marie Muehlhauser,US,"Updated Apr 21, 2022","I have never before purchased trip insurance,  and your agent Jerome did a great job of explaining it to me. My purchase went smoothly,  and so I can continue anticipating my cruise without any worries."
